Make,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Age
Mercedes-Benz,1350000,72000,Diesel,Automatic,Vadodara,White,Second,Individual,2987,231,540,RWD,4868.0,1854.0,1471.0,5.0,80.0,13
Mercedes-Benz,2682000,76345,Diesel,Automatic,Gurgaon,White,First,Individual,2997,254,619,AWD,4804.0,2141.0,1796.0,5.0,70.0,10
Maruti Suzuki,286000,40564,Petrol,Manual,Jamshedpur,Silver,First,Individual,796,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0,8
Hyundai,340000,98500,Diesel,Manual,Chandigarh,Silver,First,Individual,1336,89,219,FWD,3995.0,1710.0,1505.0,5.0,45.0,12
Skoda,1125000,46807,Petrol,Automatic,Bangalore,Red,First,Individual,999,109,175,FWD,4413.0,1699.0,1466.0,5.0,55.0,5
Tata,580000,81000,Petrol,Automatic,Valsad,Red,First,Individual,1198,108,170,FWD,3994.0,1811.0,1607.0,5.0,44.0,7
Maruti Suzuki,495000,13716,Petrol,Manual,Pune,Silver,First,Individual,1197,85,114,FWD,3995.0,1695.0,1555.0,5.0,42.0,10
Maruti Suzuki,550000,89000,Diesel,Manual,Chennai,White,First,Individual,1248,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0,11
Kia,1485000,13000,Diesel,Automatic,Mumbai,Red,First,Individual,1493,113,250,FWD,3995.0,1790.0,1647.0,5.0,45.0,4
Skoda,885000,38000,Petrol,Manual,Bangalore,Red,First,Individual,1598,104,153,FWD,4413.0,1699.0,1466.0,5.0,55.0,7
Audi,3650000,25500,Petrol,Automatic,Mumbai,Blue,Second,Corporate,4163,444,430,AWD,4649.0,1860.0,1366.0,5.0,64.0,13
Hyundai,715000,17000,Petrol,Automatic,Bangalore,Silver,First,Individual,1197,82,114,FWD,3805.0,1680.0,1520.0,5.0,37.0,5
Mercedes-Benz,2485000,44724,Petrol,Automatic,Bangalore,White,First,Individual,3496,272,350,AWD,5157.0,2183.0,1659.0,7.0,80.0,13
Toyota,2250000,24549,Diesel,Manual,Jaipur,Grey,Second,Individual,2393,148,343,RWD,4735.0,1830.0,1795.0,7.0,55.0,5
Hyundai,1050000,97000,Diesel,Automatic,Zirakpur,Silver,First,Corporate,1582,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0,8
Toyota,3600000,7800,Diesel,Automatic,Mumbai,White,First,Individual,2755,174,450,RWD,4795.0,1855.0,1835.0,7.0,80.0,7
Honda,295000,78000,Petrol,Manual,Zirakpur,White,First,Corporate,1497,118,146,FWD,4420.0,1695.0,1480.0,5.0,42.0,15
Renault,375000,55000,Petrol,Manual,Varanasi,Silver,First,Individual,799,53,72,FWD,3679.0,1579.0,1478.0,5.0,28.0,6
Audi,7200000,20000,Petrol,Automatic,Bangalore,White,UnRegistered Car,Individual,1984,180,320,FWD,4915.0,1874.0,1455.0,5.0,75.0,4
Tata,2395000,13594,Diesel,Automatic,Bangalore,Blue,First,Individual,1956,168,350,FWD,4661.0,1894.0,1786.0,6.0,50.0,4
Audi,1775000,75000,Diesel,Automatic,Ahmedabad,White,First,Individual,1968,177,380,FWD,4915.0,1874.0,1455.0,5.0,65.0,11
Honda,325000,43037,Petrol,Manual,Haldwani,Silver,First,Individual,1198,87,109,FWD,3610.0,1680.0,1500.0,5.0,35.0,11
Maruti Suzuki,425000,26000,Diesel,Manual,Delhi,White,First,Individual,1248,74,190,FWD,3850.0,1695.0,1530.0,5.0,42.0,12
Mahindra,1475000,78000,Diesel,Manual,Yamunanagar,White,First,Individual,2179,140,320,RWD,4456.0,1820.0,1995.0,7.0,60.0,5
Toyota,1580000,115000,Diesel,Automatic,Delhi,Beige,First,Individual,2755,172,360,RWD,4735.0,1830.0,1795.0,7.0,55.0,7
Honda,869000,8700,Petrol,Automatic,Mangalore,Brown,First,Individual,1199,89,110,FWD,3995.0,1695.0,1501.0,5.0,35.0,4
Mercedes-Benz,5850000,31000,Diesel,Automatic,Mumbai,Grey,First,Corporate,2143,201,500,AWD,4819.0,2141.0,1796.0,5.0,93.0,6
Jeep,1900000,41736,Diesel,Automatic,Ahmedabad,Grey,First,Individual,1956,171,350,AWD,4395.0,1818.0,1640.0,5.0,60.0,5
Maserati,9000000,40000,Diesel,Automatic,Chennai,White,Second,Individual,2979,275,600,AWD,5005.0,1981.0,1693.0,5.0,80.0,8
Toyota,3550000,55000,Diesel,Automatic,Delhi,Black,First,Corporate,2755,174,450,RWD,4795.0,1855.0,1835.0,7.0,80.0,5
Porsche,3500000,160000,Petrol,Automatic,Mumbai,Blue,First,Individual,4806,500,700,AWD,4846.0,1939.0,1702.0,5.0,100.0,11
Toyota,2425000,11000,Diesel,Automatic,Agra,Black,First,Individual,2393,148,360,RWD,4735.0,1830.0,1795.0,7.0,55.0,3
Toyota,750000,117000,Diesel,Manual,Agra,White,Second,Individual,2982,171,343,AWD,4695.0,1840.0,1850.0,7.0,80.0,14
Audi,2200000,95000,Diesel,Automatic,Lucknow,White,First,Individual,2967,241,550,AWD,5089.0,1983.0,1737.0,7.0,100.0,11
Maruti Suzuki,520000,76000,CNG,Manual,Kanpur,White,First,Individual,998,58,78,FWD,3655.0,1620.0,1675.0,5.0,60.0,6
Maruti Suzuki,390000,18000,Petrol,Manual,Lucknow,Silver,First,Individual,998,67,90,FWD,3545.0,1490.0,1475.0,5.0,35.0,7
Maruti Suzuki,540000,38000,Petrol,Manual,Mumbai,Gold,First,Individual,1373,91,130,FWD,4490.0,1730.0,1485.0,5.0,43.0,10
Maruti Suzuki,699000,43000,Diesel,Automatic,Mumbai,Red,First,Individual,1248,74,190,FWD,3840.0,1735.0,1530.0,5.0,37.0,7
Hyundai,484999,107000,Diesel,Manual,Chandigarh,White,First,Individual,1582,126,260,FWD,4370.0,1700.0,1475.0,5.0,43.0,12
Mercedes-Benz,7500000,13000,Petrol,Automatic,Delhi,Red,First,Individual,2996,362,520,RWD,4702.0,1810.0,1434.0,4.0,66.0,4
Mercedes-Benz,850000,85000,Diesel,Automatic,Mohali,White,Second,Individual,2143,203,500,RWD,4868.0,1854.0,1471.0,5.0,90.0,14
Tata,1085000,8922,Petrol,Automatic,Bangalore,Red,First,Individual,1198,108,170,FWD,3994.0,1811.0,1607.0,5.0,44.0,7
Maruti Suzuki,319000,47800,Petrol,Manual,Dharwad,Red,First,Individual,796,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0,12
Mahindra,549000,143000,Diesel,Manual,Mohali,Silver,First,Individual,2179,140,330,FWD,4585.0,1890.0,1785.0,7.0,70.0,13
Tata,1725000,68758,Diesel,Manual,Hyderabad,White,First,Individual,1956,138,350,FWD,4598.0,1894.0,1706.0,5.0,50.0,6
Honda,475000,72000,Diesel,Manual,Agra,White,Second,Individual,1498,99,200,FWD,4386.0,1683.0,1603.0,7.0,42.0,10
Tata,890000,7500,Petrol,Manual,Mumbai,White,First,Individual,1199,84,113,FWD,3827.0,1742.0,1615.0,5.0,37.0,3
Hyundai,445000,22402,Petrol,Manual,Mumbai,Grey,First,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,9
Honda,1060000,12382,Petrol,Manual,Pune,Maroon,First,Corporate,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,6
Maruti Suzuki,690000,61000,Diesel,Manual,Surat,Orange,First,Individual,1248,74,190,FWD,3995.0,1745.0,1500.0,5.0,37.0,8
Jaguar,4200000,90868,Diesel,Automatic,Chennai,Blue,First,Individual,1999,177,430,AWD,4731.0,2071.0,1651.0,5.0,82.0,7
Land Rover,12500000,22010,Petrol,Automatic,Mohali,White,First,Individual,1997,296,400,AWD,4879.0,2073.0,1803.0,5.0,104.0,3
Toyota,1750000,72000,Diesel,Automatic,Jaipur,Black,Second,Individual,2982,169,343,AWD,4705.0,1840.0,1850.0,7.0,80.0,10
Renault,395000,75500,Petrol,Manual,Raipur,Blue,First,Individual,999,67,91,FWD,3679.0,1579.0,1478.0,5.0,28.0,7
BMW,2790000,25000,Diesel,Automatic,Chennai,White,First,Individual,1995,188,400,FWD,4439.0,1821.0,1612.0,5.0,51.0,7
Audi,2475000,38000,Diesel,Automatic,Delhi,Red,First,Individual,1968,184,380,AWD,4385.0,1831.0,1608.0,5.0,64.0,7
Maruti Suzuki,145000,39586,Petrol,Manual,Ranchi,Red,First,Individual,1061,67,84,FWD,3520.0,1475.0,1690.0,5.0,35.0,16
Hyundai,750000,33647,Petrol,Automatic,Mumbai,Red,First,Individual,1197,82,115,FWD,3985.0,1734.0,1505.0,5.0,40.0,7
Mahindra,950000,86000,Diesel,Manual,Lucknow,White,First,Individual,2179,138,330,FWD,4585.0,1890.0,1785.0,7.0,70.0,9
Hyundai,569000,57847,Petrol,Manual,Bangalore,Grey,First,Individual,1197,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0,7
Maruti Suzuki,470000,74000,Petrol,Manual,Ranchi,White,First,Individual,1197,83,115,FWD,3995.0,1695.0,1555.0,5.0,42.0,9
Porsche,5350000,58000,Diesel,Automatic,Chandigarh,White,First,Individual,2967,245,550,AWD,4846.0,2155.0,1705.0,5.0,85.0,10
Nissan,450000,85000,Diesel,Manual,Hyderabad,Silver,Second,Individual,1461,84,200,FWD,4331.0,1822.0,1671.0,5.0,50.0,11
Renault,299000,26000,Petrol,Manual,Mumbai,Brown,First,Individual,999,67,91,FWD,3679.0,1579.0,1478.0,5.0,28.0,9
Hyundai,1875000,18000,Petrol,Automatic,Mumbai,Black,First,Individual,1353,138,242,FWD,4300.0,1790.0,1635.0,5.0,50.0,5
Mahindra,1825000,11000,Diesel,Automatic,Mumbai,Black,First,Individual,2184,130,300,AWD,3985.0,1820.0,1844.0,4.0,57.0,3
Land Rover,4459000,57300,Diesel,Automatic,Indore,White,First,Individual,2179,148,400,AWD,4600.0,2069.0,1724.0,7.0,65.0,7
Toyota,790000,25000,Petrol,Automatic,Delhi,Red,First,Individual,1197,82,113,FWD,3995.0,1745.0,1510.0,5.0,37.0,6
Hyundai,1095000,39000,Petrol,Automatic,Hyderabad,Red,Second,Individual,1591,122,154,FWD,4270.0,1780.0,1630.0,5.0,60.0,8
Toyota,1950000,45000,Diesel,Manual,Ludhiana,Grey,First,Individual,2393,148,343,RWD,4735.0,1830.0,1795.0,7.0,55.0,5
Volkswagen,525000,80852,Petrol,Automatic,Faridabad,Grey,Second,Individual,1198,103,175,FWD,3970.0,1682.0,1453.0,5.0,45.0,10
Isuzu,2100000,75592,Diesel,Automatic,Hyderabad,White,First,Individual,2999,174,380,RWD,4825.0,1860.0,1840.0,7.0,65.0,7
Maruti Suzuki,270000,54420,Petrol,Manual,Jamshedpur,Silver,First,Individual,998,67,90,FWD,3620.0,1475.0,1460.0,5.0,35.0,11
Toyota,894999,39780,Petrol,Automatic,Mumbai,White,First,Individual,1798,138,173,FWD,4620.0,1775.0,1475.0,5.0,55.0,10
Hyundai,335000,78301,Petrol,Automatic,Pune,Grey,Second,Individual,1197,79,112,FWD,3585.0,1595.0,1550.0,5.0,35.0,12
Tata,1000000,38000,Diesel,Manual,Mumbai,White,First,Individual,2179,148,320,RWD,4788.0,1903.0,1791.0,7.0,60.0,7
Hyundai,220000,126535,Petrol,Manual,Hyderabad,Gold,First,Individual,1197,80,111,FWD,3565.0,1595.0,1550.0,5.0,35.0,16
Hyundai,960000,37079,Petrol,Automatic,Thane,Red,First,Individual,1591,122,154,FWD,4270.0,1780.0,1630.0,5.0,60.0,9
Mercedes-Benz,7200000,87200,Diesel,Automatic,Bangalore,White,First,Individual,2987,255,620,AWD,5130.0,1934.0,1850.0,7.0,100.0,7
Audi,1300000,51000,Diesel,Automatic,Raipur,Gold,Second,Individual,1968,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0,11
Volkswagen,375000,39000,Petrol,Manual,Delhi,Red,First,Individual,1198,74,110,FWD,3970.0,1682.0,1453.0,5.0,45.0,12
Jaguar,3299000,29999,Diesel,Automatic,Bangalore,Blue,First,Individual,1999,177,430,RWD,4795.0,1967.0,1416.0,5.0,56.0,8
Audi,1798999,84700,Diesel,Automatic,Karnal,White,First,Individual,1968,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0,9
Hyundai,545000,56000,Petrol,Manual,Noida,Red,First,Individual,1591,121,158,FWD,4370.0,1700.0,1475.0,5.0,43.0,11
Hyundai,1085000,3383,Petrol,Manual,Mumbai,Blue,First,Individual,998,118,172,FWD,3995.0,1770.0,1605.0,5.0,45.0,3
Maruti Suzuki,725000,42000,Diesel,Manual,Lucknow,White,First,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,7
BMW,1090000,65000,Diesel,Automatic,Delhi,Silver,Second,Individual,1995,184,380,AWD,4648.0,1881.0,1661.0,5.0,67.0,13
Honda,900000,17000,Petrol,Manual,Ahmedabad,White,First,Individual,1199,89,110,FWD,3999.0,1734.0,1601.0,5.0,40.0,6
BMW,3400000,38000,Diesel,Automatic,Coimbatore,White,Second,Individual,1995,188,400,RWD,4936.0,1868.0,1479.0,5.0,65.0,9
Honda,295000,62500,Diesel,Manual,Varanasi,Bronze,First,Individual,1498,99,200,FWD,3990.0,1680.0,1505.0,5.0,35.0,11
Tata,2251000,30229,Diesel,Automatic,Mumbai,White,First,Individual,1956,168,350,FWD,4598.0,1894.0,1706.0,5.0,50.0,4
Porsche,9300000,9000,Petrol,Automatic,Pune,Blue,First,Corporate,3436,325,390,AWD,4491.0,1852.0,1304.0,4.0,68.0,6
Maruti Suzuki,430000,26600,CNG,Manual,Pune,Brown,First,Individual,998,58,77,FWD,3599.0,1495.0,1700.0,5.0,35.0,9
Maruti Suzuki,600000,86000,Diesel,Manual,Yamunanagar,Brown,Second,Individual,1248,89,200,FWD,4490.0,1730.0,1485.0,5.0,43.0,8
Hyundai,1595000,86000,Petrol,Automatic,Bangalore,Blue,First,Individual,1999,153,192,FWD,4475.0,1850.0,1660.0,5.0,62.0,8
Hyundai,375000,29135,Petrol,Manual,Panchkula,White,First,Individual,1197,83,113,FWD,3995.0,1710.0,1505.0,5.0,45.0,12
Volvo,1200000,50965,Diesel,Automatic,Kolkata,White,First,Corporate,1984,150,350,FWD,4370.0,1783.0,1458.0,5.0,60.0,10
Toyota,1525000,72000,Diesel,Automatic,Delhi,White,First,Individual,2982,169,360,RWD,4705.0,1840.0,1850.0,7.0,80.0,11
Mercedes-Benz,2675000,28000,Petrol,Automatic,Gurgaon,Silver,First,Individual,1991,181,300,RWD,4686.0,1810.0,1442.0,5.0,66.0,9
Honda,545000,42000,Petrol,Automatic,Delhi,White,First,Individual,1199,89,110,FWD,3955.0,1694.0,1544.0,5.0,40.0,10
Mercedes-Benz,7900000,11850,Diesel,Automatic,Vadodara,White,First,Individual,2925,282,600,RWD,5246.0,1899.0,1494.0,5.0,70.0,8
Honda,195000,32000,Petrol,Manual,Gurgaon,Silver,First,Individual,1198,89,110,FWD,3900.0,1695.0,1535.0,5.0,42.0,15
BMW,4550000,24000,Diesel,Automatic,Delhi,White,First,Individual,1995,188,400,RWD,4709.0,1827.0,1435.0,5.0,59.0,4
Land Rover,2499000,50623,Diesel,Automatic,Kolkata,Gold,Second,Individual,2179,188,420,AWD,4465.0,1900.0,1635.0,5.0,57.0,10
Hyundai,1097000,1700,Diesel,Manual,Mumbai,White,First,Individual,1493,99,240,FWD,3995.0,1770.0,1605.0,5.0,45.0,3
Volkswagen,1095000,43260,Petrol,Automatic,Bangalore,Red,First,Individual,1197,103,175,FWD,3971.0,1682.0,1469.0,5.0,45.0,5
Maruti Suzuki,325000,67738,CNG,Manual,Delhi,White,Second,Individual,998,58,77,FWD,3599.0,1495.0,1700.0,5.0,35.0,10
Mahindra,1375000,69000,Diesel,Manual,Lucknow,Black,First,Individual,2179,140,320,AWD,4456.0,1820.0,1995.0,7.0,60.0,6
Maruti Suzuki,745000,14722,Petrol,Manual,Bangalore,White,First,Individual,1197,89,113,FWD,3845.0,1735.0,1530.0,5.0,37.0,4
Toyota,2175000,29000,Diesel,Manual,Mysore,Bronze,First,Individual,2393,148,343,RWD,4735.0,1830.0,1795.0,7.0,55.0,8
Jeep,1250000,60200,Petrol,Automatic,Thane,White,First,Corporate,1368,160,250,FWD,4395.0,1818.0,1640.0,5.0,60.0,8
Maruti Suzuki,500000,140000,Diesel,Manual,Warangal,Grey,First,Individual,1248,74,190,FWD,3850.0,1695.0,1530.0,5.0,42.0,8
Honda,625000,23798,Petrol,Manual,Ahmedabad,Brown,First,Individual,1199,89,110,FWD,3999.0,1734.0,1601.0,5.0,40.0,8
Honda,250000,55000,Petrol,Manual,Kolkata,Silver,First,Individual,1497,118,146,FWD,4420.0,1695.0,1480.0,5.0,42.0,14
Volkswagen,650000,51000,Petrol,Automatic,Rohtak,White,First,Individual,1197,103,175,FWD,4384.0,1699.0,1466.0,5.0,55.0,8
Honda,310000,49000,Petrol,Manual,Delhi,Brown,Second,Individual,1198,87,109,FWD,3610.0,1680.0,1500.0,5.0,35.0,11
Renault,600000,48000,Petrol,Manual,Mumbai,Black,First,Individual,1498,105,142,FWD,4315.0,1822.0,1695.0,5.0,50.0,8
Ford,295000,74000,Diesel,Manual,Hyderabad,Maroon,First,Individual,1498,89,204,FWD,4291.0,1722.0,1496.0,5.0,43.0,12
Mahindra,484999,102000,Diesel,Manual,Mumbai,Grey,Second,Individual,2179,140,330,FWD,4585.0,1890.0,1785.0,7.0,70.0,13
BMW,4250000,32000,Petrol,Automatic,Mumbai,Blue,First,Individual,1998,248,350,RWD,4936.0,1868.0,1479.0,5.0,57.0,7
Tata,375000,97000,Diesel,Manual,Ambala Cantt,Black,First,Individual,2179,138,320,RWD,4655.0,1965.0,1922.0,7.0,55.0,12
Kia,1625000,16000,Petrol,Automatic,Kolkata,Red,First,Individual,1353,138,242,FWD,4315.0,1800.0,1645.0,5.0,50.0,4
Porsche,5350000,55700,Diesel,Automatic,Navi Mumbai,Silver,First,Corporate,2967,241,550,AWD,4855.0,1939.0,1705.0,5.0,85.0,9
BMW,4250000,80000,Diesel,Automatic,Thane,White,First,Individual,2993,262,620,AWD,4922.0,2004.0,1745.0,5.0,80.0,8
Ford,480000,115000,Diesel,Manual,Pune,White,First,Individual,1498,89,204,FWD,3999.0,1765.0,1708.0,5.0,52.0,11
Hyundai,590000,74000,Petrol,Manual,Ahmedabad,White,First,Individual,1197,82,114,FWD,3805.0,1680.0,1520.0,5.0,37.0,5
Hyundai,561000,61000,Diesel,Manual,Ahmedabad,Silver,First,Individual,1396,89,220,FWD,3985.0,1734.0,1505.0,5.0,45.0,10
Toyota,725000,104814,Petrol,Manual,Mumbai,Grey,First,Individual,1798,138,173,FWD,4540.0,1760.0,1480.0,5.0,55.0,11
Hyundai,645000,17000,Petrol,Manual,Pune,White,First,Individual,1797,147,177,FWD,4530.0,1775.0,1470.0,5.0,56.0,12
Audi,1695000,60000,Diesel,Automatic,Delhi,White,Second,Individual,1968,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0,10
Maruti Suzuki,450000,45000,Petrol,Manual,Delhi,White,First,Individual,1197,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0,9
Mahindra,1375000,75811,Diesel,Manual,Bangalore,Black,First,Individual,2179,138,330,FWD,4585.0,1890.0,1785.0,7.0,70.0,9
Mahindra,1700000,3813,Petrol,Manual,Chennai,Red,First,Individual,1997,150,300,AWD,3985.0,1820.0,1855.0,4.0,57.0,4
Maruti Suzuki,525000,64928,Petrol,Manual,Mumbai,Red,First,Individual,1197,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0,9
Maruti Suzuki,590000,68500,Diesel,Manual,Varanasi,Grey,First,Individual,1248,74,190,FWD,3995.0,1735.0,1515.0,5.0,37.0,7
Toyota,1495000,85000,Diesel,Automatic,Delhi,White,First,Individual,2982,169,360,RWD,4705.0,1840.0,1850.0,7.0,80.0,11
BMW,3300000,41296,Diesel,Automatic,Mumbai,Blue,First,Individual,1995,190,400,RWD,4899.0,2094.0,1464.0,5.0,65.0,8
Honda,385000,72567,Diesel,Manual,Samastipur,White,First,Individual,1498,99,200,FWD,3990.0,1680.0,1505.0,5.0,35.0,12
Maruti Suzuki,535000,4295,Petrol,Manual,Samastipur,Silver,First,Individual,998,67,90,FWD,3636.0,1475.0,1670.0,5.0,35.0,5
Maruti Suzuki,875000,82000,Diesel,Manual,Ahmedabad,White,First,Individual,1248,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0,7
Maruti Suzuki,295000,33000,Petrol,Manual,Mumbai,Grey,First,Individual,1298,87,113,FWD,4160.0,1690.0,1530.0,5.0,43.0,15
Hyundai,969999,68000,Diesel,Manual,Kanpur,Black,First,Individual,1582,126,260,FWD,4270.0,1780.0,1665.0,5.0,55.0,7
Honda,1700000,8530,Petrol,Automatic,Pune,White,UnRegistered Car,Individual,1498,119,145,FWD,4549.0,1748.0,1489.0,5.0,40.0,3
Hyundai,1789999,46000,Petrol,Automatic,Delhi,Black,First,Individual,1999,153,192,FWD,4475.0,1850.0,1660.0,5.0,62.0,7
Toyota,1964999,26000,Petrol,Manual,Delhi,Silver,First,Individual,2694,164,245,RWD,4735.0,1830.0,1795.0,7.0,65.0,5
Audi,4000000,39394,Petrol,Automatic,Jaipur,White,Second,Individual,1984,208,350,AWD,4198.0,1842.0,1353.0,2.0,60.0,11
Tata,484999,35000,Petrol,Automatic,Patna,Blue,First,Individual,1199,84,114,FWD,3746.0,1647.0,1535.0,5.0,35.0,7
Maruti Suzuki,580000,17881,Petrol,Manual,Ranchi,Grey,First,Individual,1197,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0,6
Honda,450000,48409,Petrol,Manual,Ranchi,White,Second,Individual,1497,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0,11
Maruti Suzuki,355000,40000,Petrol,Manual,Deoghar,White,First,Individual,796,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0,5
Audi,2375000,61643,Diesel,Automatic,Dehradun,Blue,First,Individual,1968,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0,8
Mercedes-Benz,6500000,21000,Petrol,Automatic,Gurgaon,White,Second,Individual,1991,241,370,RWD,4686.0,1810.0,1409.0,4.0,59.0,5
Tata,1050000,1500,Petrol,Manual,Kolkata,Black,First,Individual,1199,118,170,FWD,3993.0,1811.0,1606.0,5.0,44.0,3
Ford,445000,38985,Diesel,Manual,Noida,Silver,First,Individual,1498,99,205,FWD,3998.0,1765.0,1647.0,5.0,52.0,11
Honda,495000,52000,Petrol,Manual,Noida,Brown,First,Individual,1199,89,110,FWD,3955.0,1694.0,1544.0,5.0,40.0,10
Hyundai,275000,42000,Petrol,Manual,Pune,Grey,First,Individual,1197,79,112,FWD,3585.0,1595.0,1550.0,5.0,35.0,14
Honda,465000,29442,Petrol,Automatic,Mumbai,Silver,First,Individual,1198,87,109,FWD,3990.0,1680.0,1505.0,5.0,35.0,11
Jeep,1050000,71800,Diesel,Manual,Lucknow,Black,First,Individual,1956,171,350,FWD,4395.0,1818.0,1640.0,5.0,60.0,8
Mercedes-Benz,4900000,5000,Petrol,Automatic,Delhi,White,First,Individual,1497,181,280,RWD,4686.0,1810.0,1442.0,5.0,66.0,3
Hyundai,695000,18000,CNG,Manual,Ghaziabad,Green,First,Individual,1197,68,95,FWD,3805.0,1680.0,1520.0,5.0,60.0,5
Toyota,3210000,37000,Diesel,Automatic,Delhi,White,First,Individual,2755,174,450,RWD,4795.0,1855.0,1835.0,7.0,80.0,7
Honda,269000,85000,Petrol,Manual,Mohali,White,Second,Individual,1497,118,146,FWD,4420.0,1695.0,1480.0,5.0,42.0,16
Hyundai,445000,65555,Diesel,Manual,Varanasi,White,Second,Individual,1186,74,190,FWD,3995.0,1660.0,1520.0,5.0,43.0,7
Land Rover,5950000,35000,Diesel,Automatic,Delhi,Beige,First,Individual,1999,177,430,AWD,4371.0,1996.0,1649.0,5.0,66.5,4
BMW,3800000,87000,Diesel,Automatic,Raipur,Blue,First,Individual,1995,190,400,AWD,4657.0,1881.0,1678.0,5.0,67.0,7
Hyundai,1000000,42000,Petrol,Automatic,Kolkata,White,First,Individual,1591,122,154,FWD,4270.0,1780.0,1630.0,5.0,60.0,7
Mahindra,1490000,68000,Diesel,Manual,Ludhiana,White,Second,Individual,2179,140,320,AWD,4456.0,1820.0,1995.0,7.0,60.0,7
MG,1550000,600,Petrol,Manual,Kolkata,Orange,First,Individual,1498,108,144,FWD,4323.0,1809.0,1650.0,5.0,48.0,3
Toyota,484999,86006,Diesel,Manual,Gurgaon,White,First,Individual,1364,67,170,FWD,3884.0,1695.0,1510.0,5.0,45.0,8
Honda,425000,75000,Diesel,Manual,Kanpur,White,First,Individual,1498,99,200,FWD,4440.0,1695.0,1495.0,5.0,40.0,11
Mahindra,1150000,99000,Diesel,Manual,Ludhiana,Silver,First,Individual,2179,120,280,RWD,4456.0,1820.0,1995.0,8.0,60.0,11
Skoda,3195000,21651,Petrol,Automatic,Mumbai,Blue,First,Individual,1798,177,250,FWD,4861.0,1864.0,1483.0,5.0,66.0,4
Hyundai,725000,84000,Diesel,Manual,Aurangabad,White,First,Individual,1396,89,220,FWD,3995.0,1760.0,1555.0,5.0,45.0,9
Mercedes-Benz,2450000,65000,Diesel,Automatic,Chandigarh,White,Second,Individual,2997,254,619,AWD,4804.0,2141.0,1796.0,5.0,70.0,11
Maruti Suzuki,741000,31000,Petrol,Automatic,Mumbai,Blue,First,Individual,1373,91,130,FWD,4490.0,1730.0,1485.0,5.0,43.0,8
Mercedes-Benz,7350000,17000,Diesel,Automatic,Surat,Grey,First,Individual,1950,192,400,RWD,5063.0,1860.0,1494.0,5.0,80.0,3
Mahindra,1550000,28000,Diesel,Manual,Delhi,Black,First,Individual,2184,130,300,AWD,3985.0,1820.0,1920.0,6.0,57.0,5
Honda,645000,64000,Diesel,Manual,Raipur,White,First,Individual,1498,99,200,FWD,4440.0,1695.0,1495.0,5.0,40.0,10
Honda,550000,85000,Diesel,Manual,Jaipur,Silver,First,Individual,1498,99,200,FWD,4440.0,1695.0,1495.0,5.0,40.0,11
Maruti Suzuki,595000,35000,Petrol,Automatic,Mumbai,Blue,Third,Individual,1197,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0,8
Volvo,1595000,44000,Diesel,Automatic,Mumbai,Blue,First,Individual,1984,150,350,FWD,4370.0,1783.0,1458.0,5.0,60.0,10
Maruti Suzuki,500000,32000,Petrol,Automatic,Chennai,Orange,Second,Individual,998,67,90,FWD,3715.0,1635.0,1565.0,5.0,35.0,8
Maruti Suzuki,345000,49857,Petrol,Manual,Faridabad,White,First,Individual,998,67,90,FWD,3599.0,1495.0,1700.0,5.0,35.0,9
Maruti Suzuki,299000,46000,Petrol,Manual,Varanasi,White,First,Individual,998,67,90,FWD,3636.0,1475.0,1670.0,5.0,35.0,12
Maruti Suzuki,160000,50000,Petrol,Manual,Varanasi,Silver,Second,Individual,1061,67,84,FWD,3520.0,1475.0,1690.0,5.0,35.0,17
Maruti Suzuki,570000,36000,Petrol,Automatic,Zirakpur,White,First,Individual,1197,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0,8
Renault,800000,13000,Petrol,Automatic,Dehradun,White,First,Individual,999,99,152,FWD,3991.0,1750.0,1605.0,5.0,40.0,4
Hyundai,315000,45000,Petrol,Manual,Chennai,Grey,First,Individual,998,68,94,FWD,3515.0,1500.0,1510.0,5.0,32.0,12
Mercedes-Benz,1850000,26000,Petrol,Automatic,Delhi,Black,First,Individual,3498,272,345,RWD,5226.0,2120.0,1479.0,5.0,90.0,14
